numero_pedido;quantidade_pedida; preco_unitario ;numero_linha_pedido;valor_venda;data_pedido;status_pedido;trimestre;mes;ano;linha_produto;preco_sugerido;codigo_produto;nome_cliente;telefone;endereco_1;endereco_2;cidade;estado;cep;pais;territorio;sobrenome_contato;nome_contato;porte_negocio
10111;33,00; R$ 9.966,00 ;6;R$ 328.878,00;25/03/2003;Enviado;1;3;2003;Carros Vintage;102;S18_1342;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;EUA;;Murphy;Julie;Médio
10125;32,00; R$ 1.000,00 ;1;R$ 325.472,00;21/05/2003;Enviado;2;5;2003;Carros Vintage;102;S18_1342;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Médio
10139;31,00; R$ 1.000,00 ;7;R$ 318.494,00;16/07/2003;Enviado;3;7;2003;Carros Vintage;102;S18_1342;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Médio
10149;50,00; R$ 1.000,00 ;4;R$ 59.075,00;12/09/2003;Enviado;3;9;2003;Carros Vintage;102;S18_1342;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;EUA;;Taylor;Sue;Médio
10162;48,00; R$ 9.144,00 ;2;R$ 438.912,00;18/10/2003;Enviado;4;10;2003;Carros Vintage;102;S18_1342;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Médio
10173;43,00; R$ 1.000,00 ;6;R$ 503.616,00;05/11/2003;Enviado;4;11;2003;Carros Vintage;102;S18_1342;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Médio
10182;25,00; R$ 8.733,00 ;3;R$ 218.325,00;12/11/2003;Enviado;4;11;2003;Carros Vintage;102;S18_1342;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10193;28,00; R$ 1.000,00 ;7;R$ 310.688,00;21/11/2003;Enviado;4;11;2003;Carros Vintage;102;S18_1342;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Austrália;APAC;Connery;Sean;Médio
10205;36,00; R$ 1.000,00 ;2;R$ 373.572,00;03/12/2003;Enviado;4;12;2003;Carros Vintage;102;S18_1342;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10215;27,00; R$ 8.938,00 ;10;R$ 241.326,00;29/01/2004;Enviado;1;1;2004;Carros Vintage;102;S18_1342;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;EUA;;Thompson;Steve;Pequeno
10227;25,00; R$ 1.000,00 ;3;R$ 295.375,00;02/03/2004;Enviado;1;3;2004;Carros Vintage;102;S18_1342;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Pequeno
10244;40,00; R$ 1.000,00 ;7;R$ 46.848,00;29/04/2004;Enviado;2;4;2004;Carros Vintage;102;S18_1342;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10256;34,00; R$ 9.555,00 ;2;R$ 32.487,00;08/06/2004;Enviado;2;6;2004;Carros Vintage;102;S18_1342;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Médio
10280;50,00; R$ 1.000,00 ;9;R$ 52.395,00;17/08/2004;Enviado;3;8;2004;Carros Vintage;102;S18_1342;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Médio
10289;38,00; R$ 1.000,00 ;2;R$ 456.798,00;03/09/2004;Enviado;3;9;2004;Carros Vintage;102;S18_1342;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Médio
10304;37,00; R$ 9.555,00 ;13;R$ 353.535,00;11/10/2004;Enviado;4;10;2004;Carros Vintage;102;S18_1342;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;França;EMEA;Tonini;Daniel;Médio
10312;43,00; R$ 8.938,00 ;10;R$ 384.334,00;21/10/2004;Enviado;4;10;2004;Carros Vintage;102;S18_1342;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10322;43,00; R$ 863,00 ;14;R$ 37.109,00;04/11/2004;Enviado;4;11;2004;Carros Vintage;102;S18_1342;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Médio
10332;46,00; R$ 9.513,00 ;15;R$ 437.598,00;17/11/2004;Enviado;4;11;2004;Carros Vintage;102;S18_1342;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Médio
10346;42,00; R$ 3.611,00 ;3;R$ 151.662,00;29/11/2004;Enviado;4;11;2004;Carros Vintage;102;S18_1342;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;EUA;;King;Sue;Pequeno
10356;50,00; R$ 5.018,00 ;9;R$ 25.090,00;09/12/2004;Enviado;4;12;2004;Carros Vintage;102;S18_1342;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;França;EMEA;Da Cunha;Daniel;Pequeno
10369;44,00; R$ 1.000,00 ;8;R$ 924.044,00;20/01/2005;Enviado;1;1;2005;Carros Vintage;102;S18_1342;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;EUA;;Nelson;Allen;Grande
10380;27,00; R$ 9.316,00 ;13;R$ 251.532,00;16/02/2005;Enviado;1;2;2005;Carros Vintage;102;S18_1342;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10391;35,00; R$ 1.000,00 ;2;R$ 55.489,00;09/03/2005;Enviado;1;3;2005;Carros Vintage;102;S18_1342;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Médio
10422;51,00; R$ 9.555,00 ;2;R$ 487.305,00;30/05/2005;In Process;2;5;2005;Carros Vintage;102;S18_1342;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;EUA;;Yu;Kyung;Médio
10102;41,00; R$ 5.014,00 ;1;R$ 205.574,00;10/01/2003;Enviado;1;1;2003;Carros Vintage;53;S18_1367;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;EUA;;Frick;Michael;Pequeno
10111;48,00; R$ 4.906,00 ;5;R$ 235.488,00;25/03/2003;Enviado;1;3;2003;Carros Vintage;53;S18_1367;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;EUA;;Murphy;Julie;Pequeno
10126;42,00; R$ 5.499,00 ;17;R$ 230.958,00;28/05/2003;Enviado;2;5;2003;Carros Vintage;53;S18_1367;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart�n;Pequeno
10139;49,00; R$ 4.313,00 ;6;R$ 211.337,00;16/07/2003;Enviado;3;7;2003;Carros Vintage;53;S18_1367;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Pequeno
10149;30,00; R$ 5.822,00 ;3;R$ 17.466,00;12/09/2003;Enviado;3;9;2003;Carros Vintage;53;S18_1367;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;EUA;;Taylor;Sue;Pequeno
10162;45,00; R$ 5.121,00 ;1;R$ 230.445,00;18/10/2003;Enviado;4;10;2003;Carros Vintage;53;S18_1367;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Pequeno
10173;48,00; R$ 4.421,00 ;5;R$ 212.208,00;05/11/2003;Enviado;4;11;2003;Carros Vintage;53;S18_1367;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Pequeno
10182;32,00; R$ 5.445,00 ;2;R$ 17.424,00;12/11/2003;Enviado;4;11;2003;Carros Vintage;53;S18_1367;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10193;46,00; R$ 5.337,00 ;6;R$ 245.502,00;21/11/2003;Enviado;4;11;2003;Carros Vintage;53;S18_1367;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Austrália;APAC;Connery;Sean;Pequeno
10205;48,00; R$ 6.361,00 ;1;R$ 305.328,00;03/12/2003;Enviado;4;12;2003;Carros Vintage;53;S18_1367;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10215;33,00; R$ 4.313,00 ;9;R$ 142.329,00;29/01/2004;Enviado;1;1;2004;Carros Vintage;53;S18_1367;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;EUA;;Thompson;Steve;Pequeno
10227;31,00; R$ 4.852,00 ;2;R$ 150.412,00;02/03/2004;Enviado;1;3;2004;Carros Vintage;53;S18_1367;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Pequeno
10244;20,00; R$ 5.822,00 ;6;R$ 11.644,00;29/04/2004;Enviado;2;4;2004;Carros Vintage;53;S18_1367;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10256;29,00; R$ 5.175,00 ;1;R$ 150.075,00;08/06/2004;Enviado;2;6;2004;Carros Vintage;53;S18_1367;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Pequeno
10280;27,00; R$ 5.768,00 ;8;R$ 155.736,00;17/08/2004;Enviado;3;8;2004;Carros Vintage;53;S18_1367;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Pequeno
10289;24,00; R$ 5.607,00 ;1;R$ 134.568,00;03/09/2004;Enviado;3;9;2004;Carros Vintage;53;S18_1367;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Pequeno
10304;37,00; R$ 4.852,00 ;12;R$ 179.524,00;11/10/2004;Enviado;4;10;2004;Carros Vintage;53;S18_1367;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;França;EMEA;Tonini;Daniel;Pequeno
10312;25,00; R$ 4.421,00 ;9;R$ 110.525,00;21/10/2004;Enviado;4;10;2004;Carros Vintage;53;S18_1367;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10322;41,00; R$ 5.768,00 ;5;R$ 236.488,00;04/11/2004;Enviado;4;11;2004;Carros Vintage;53;S18_1367;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Pequeno
10332;27,00; R$ 8.989,00 ;16;R$ 242.703,00;17/11/2004;Enviado;4;11;2004;Carros Vintage;53;S18_1367;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Pequeno
10347;21,00; R$ 5.895,00 ;7;R$ 123.795,00;29/11/2004;Enviado;4;11;2004;Carros Vintage;53;S18_1367;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10356;22,00; R$ 7.241,00 ;6;R$ 159.302,00;09/12/2004;Enviado;4;12;2004;Carros Vintage;53;S18_1367;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;França;EMEA;Da Cunha;Daniel;Pequeno
10369;32,00; R$ 9.863,00 ;7;R$ 315.616,00;20/01/2005;Enviado;1;1;2005;Carros Vintage;53;S18_1367;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;EUA;;Nelson;Allen;Médio
10381;25,00; R$ 5.283,00 ;9;R$ 132.075,00;17/02/2005;Enviado;1;2;2005;Carros Vintage;53;S18_1367;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Pequeno
10391;42,00; R$ 1.000,00 ;3;R$ 49.980,00;09/03/2005;Enviado;1;3;2005;Carros Vintage;53;S18_1367;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Médio
10422;25,00; R$ 5.175,00 ;1;R$ 129.375,00;30/05/2005;In Process;2;5;2005;Carros Vintage;53;S18_1367;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;EUA;;Yu;Kyung;Pequeno
10110;37,00; R$ 1.000,00 ;16;R$ 543.308,00;18/03/2003;Enviado;1;3;2003;Carros Clássicos;124;S18_1589;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Médio
10123;26,00; R$ 1.000,00 ;2;R$ 307.372,00;20/05/2003;Enviado;2;5;2003;Carros Clássicos;124;S18_1589;Atelier graphique;40.32.2555;54, rue Royale;;Nantes;;44000;França;EMEA;Schmitt;Carine;Médio
10137;44,00; R$ 9.955,00 ;2;R$ 43.802,00;10/07/2003;Enviado;3;7;2003;Carros Clássicos;124;S18_1589;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Médio
10148;47,00; R$ 1.000,00 ;9;R$ 584.868,00;11/09/2003;Enviado;3;9;2003;Carros Clássicos;124;S18_1589;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Médio
10161;43,00; R$ 1.000,00 ;8;R$ 615.373,00;17/10/2003;Enviado;4;10;2003;Carros Clássicos;124;S18_1589;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Médio
10172;42,00; R$ 1.000,00 ;6;R$ 496.524,00;05/11/2003;Enviado;4;11;2003;Carros Clássicos;124;S18_1589;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;EUA;;King;Julie;Médio
10181;42,00; R$ 1.000,00 ;2;R$ 543.564,00;12/11/2003;Enviado;4;11;2003;Carros Clássicos;124;S18_1589;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Médio
10192;29,00; R$ 1.000,00 ;7;R$ 425.836,00;20/11/2003;Enviado;4;11;2003;Carros Clássicos;124;S18_1589;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Médio
10204;40,00; R$ 1.000,00 ;13;R$ 40.320,00;02/12/2003;Enviado;4;12;2003;Carros Clássicos;124;S18_1589;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;EUA;;Young;Jeff;Médio
10212;38,00; R$ 1.000,00 ;6;R$ 449.236,00;16/01/2004;Enviado;1;1;2004;Carros Clássicos;124;S18_1589;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10226;38,00; R$ 1.000,00 ;4;R$ 416.138,00;26/02/2004;Enviado;1;2;2004;Carros Clássicos;124;S18_1589;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;EUA;;Thompson;Valarie;Médio
10241;21,00; R$ 1.000,00 ;11;R$ 250.866,00;13/04/2004;Enviado;2;4;2004;Carros Clássicos;124;S18_1589;Mini Caravy;88.60.1555;24, place Kluber;;Strasbourg;;67000;França;EMEA;Citeaux;Frederique;Pequeno
10253;24,00; R$ 1.000,00 ;1;R$ 337.488,00;01/06/2004;Cancelado;2;6;2004;Carros Clássicos;124;S18_1589;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;Reino Unido;EMEA;Devon;Elizabeth;Médio
10266;36,00; R$ 1.000,00 ;2;R$ 51.966,00;06/07/2004;Enviado;3;7;2004;Carros Clássicos;124;S18_1589;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Médio
10278;23,00; R$ 1.000,00 ;2;R$ 260.452,00;06/08/2004;Enviado;3;8;2004;Carros Clássicos;124;S18_1589;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;EUA;;King;Sue;Pequeno
10288;20,00; R$ 1.000,00 ;14;R$ 29.368,00;01/09/2004;Enviado;3;9;2004;Carros Clássicos;124;S18_1589;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Pequeno
10301;32,00; R$ 1.000,00 ;4;R$ 342.464,00;05/10/2003;Enviado;4;10;2003;Carros Clássicos;124;S18_1589;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Médio
10311;29,00; R$ 1.000,00 ;9;R$ 29.232,00;16/10/2004;Enviado;4;10;2004;Carros Clássicos;124;S18_1589;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10321;44,00; R$ 1.000,00 ;6;R$ 448.976,00;04/11/2004;Enviado;4;11;2004;Carros Clássicos;124;S18_1589;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;EUA;;Benitez;Violeta;Médio
10331;44,00; R$ 1.000,00 ;14;R$ 484.924,00;17/11/2004;Enviado;4;11;2004;Carros Clássicos;124;S18_1589;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;EUA;;Hernandez;Rosa;Médio
10343;36,00; R$ 1.000,00 ;4;R$ 584.892,00;24/11/2004;Enviado;4;11;2004;Carros Clássicos;124;S18_1589;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Médio
10367;49,00; R$ 563,00 ;1;R$ 27.587,00;12/01/2005;Resolved;1;1;2005;Carros Clássicos;124;S18_1589;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;EUA;;Young;Julie;Pequeno
10378;34,00; R$ 4.264,00 ;5;R$ 144.976,00;10/02/2005;Enviado;1;2;2005;Carros Clássicos;124;S18_1589;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10407;59,00; R$ 1.000,00 ;11;R$ 704.814,00;22/04/2005;Em Espera;2;4;2005;Carros Clássicos;124;S18_1589;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;EUA;;Frick;Sue;Grande
10419;37,00; R$ 1.000,00 ;1;R$ 520.294,00;17/05/2005;Enviado;2;5;2005;Carros Clássicos;124;S18_1589;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Médio
10106;36,00; R$ 1.000,00 ;12;R$ 52.794,00;17/02/2003;Enviado;1;2;2003;Aviões;157;S18_1662;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Médio
10119;43,00; R$ 1.000,00 ;3;R$ 691.612,00;28/04/2003;Enviado;2;4;2003;Aviões;157;S18_1662;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Médio
10131;21,00; R$ 1.000,00 ;4;R$ 278.166,00;16/06/2003;Enviado;2;6;2003;Aviões;157;S18_1662;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;EUA;;Lewis;Dan;Pequeno
10143;32,00; R$ 1.000,00 ;7;R$ 52.480,00;10/08/2003;Enviado;3;8;2003;Aviões;157;S18_1662;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;EUA;;Tam;Wing C;Médio
10155;38,00; R$ 1.000,00 ;5;R$ 653.144,00;06/10/2003;Enviado;4;10;2003;Aviões;157;S18_1662;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Médio
10167;43,00; R$ 1.000,00 ;1;R$ 576.372,00;23/10/2003;Cancelado;4;10;2003;Aviões;157;S18_1662;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Médio
10178;42,00; R$ 1.000,00 ;4;R$ 649.068,00;08/11/2003;Enviado;4;11;2003;Aviões;157;S18_1662;Alpha Cognac;61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;31000;França;EMEA;Roulet;Annette;Médio
10186;32,00; R$ 1.000,00 ;1;R$ 60.048,00;14/11/2003;Enviado;4;11;2003;Aviões;157;S18_1662;Double Decker Gift Stores, Ltd;(171) 555-7555;120 Hanover Sq.;;London;;WA1 1DP;Reino Unido;EMEA;Hardy;Thomas;Médio
10198;42,00; R$ 1.000,00 ;4;R$ 748.398,00;27/11/2003;Enviado;4;11;2003;Aviões;157;S18_1662;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Grande
10210;31,00; R$ 1.000,00 ;17;R$ 57.195,00;12/01/2004;Enviado;1;1;2004;Aviões;157;S18_1662;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Médio
10222;49,00; R$ 1.000,00 ;4;R$ 695.408,00;19/02/2004;Enviado;1;2;2004;Aviões;157;S18_1662;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;EUA;;Thompson;Valarie;Médio
10250;45,00; R$ 1.000,00 ;14;R$ 81.603,00;11/05/2004;Enviado;2;5;2004;Aviões;157;S18_1662;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;EUA;;Frick;Sue;Grande
10262;49,00; R$ 1.000,00 ;9;R$ 656.796,00;24/06/2004;Cancelado;2;6;2004;Aviões;157;S18_1662;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10274;41,00; R$ 1.000,00 ;1;R$ 67.240,00;21/07/2004;Enviado;3;7;2004;Aviões;157;S18_1662;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;EUA;;Nelson;Allen;Médio
10284;45,00; R$ 1.000,00 ;11;R$ 574.785,00;21/08/2004;Enviado;3;8;2004;Aviões;157;S18_1662;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Médio
10296;36,00; R$ 1.000,00 ;7;R$ 567.684,00;15/09/2004;Enviado;3;9;2004;Aviões;157;S18_1662;Bavarian Collectables Imports, Co.;+49 89 61 08 9555;Hansastr. 15;;Munich;;80686;Alemanha;EMEA;Donnermeyer;Michael;Médio
10307;39,00; R$ 1.000,00 ;1;R$ 737.997,00;14/10/2004;Enviado;4;10;2004;Aviões;157;S18_1662;Classic Gift Ideas, Inc;2155554695;782 First Street;;Philadelphia;PA;71270;EUA;;Cervantes;Francisca;Grande
10316;27,00; R$ 1.000,00 ;9;R$ 370.413,00;01/11/2004;Enviado;4;11;2004;Aviões;157;S18_1662;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;Reino Unido;EMEA;Bennett;Helen;Médio
10327;25,00; R$ 1.000,00 ;6;R$ 280.475,00;10/11/2004;Resolved;4;11;2004;Aviões;157;S18_1662;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Pequeno
10338;41,00; R$ 1.000,00 ;1;R$ 562.479,00;22/11/2004;Enviado;4;11;2004;Aviões;157;S18_1662;Royale Belge;(071) 23 67 2555;Boulevard Tirou, 255;;Charleroi;;B-6000;Belgium;EMEA;Cartrain;Pascale;Médio
10351;39,00; R$ 9.952,00 ;1;R$ 388.128,00;03/12/2004;Enviado;4;12;2004;Aviões;157;S18_1662;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;Reino Unido;EMEA;Brown;Ann;Médio
10373;28,00; R$ 5.755,00 ;4;R$ 16.114,00;31/01/2005;Enviado;1;1;2005;Aviões;157;S18_1662;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Pequeno
10386;25,00; R$ 5.457,00 ;7;R$ 136.425,00;01/03/2005;Resolved;1;3;2005;Aviões;157;S18_1662;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10398;33,00; R$ 1.000,00 ;11;R$ 421.509,00;30/03/2005;Enviado;1;3;2005;Aviões;157;S18_1662;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Médio
10400;34,00; R$ 1.000,00 ;1;R$ 643.382,00;01/04/2005;Enviado;2;4;2005;Aviões;157;S18_1662;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;EUA;;Frick;Sue;Médio
10416;24,00; R$ 1.000,00 ;14;R$ 435.216,00;10/05/2005;Enviado;2;5;2005;Aviões;157;S18_1662;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Médio
10100;30,00; R$ 1.000,00 ;3;R$ 51.510,00;06/01/2003;Enviado;1;1;2003;Carros Vintage;170;S18_1749;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Médio
10110;42,00; R$ 1.000,00 ;7;R$ 60.690,00;18/03/2003;Enviado;1;3;2003;Carros Vintage;170;S18_1749;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Médio
10124;21,00; R$ 1.000,00 ;6;R$ 28.560,00;21/05/2003;Enviado;2;5;2003;Carros Vintage;170;S18_1749;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;EUA;;King;Sue;Pequeno
